[ENB_APP]   [2025-09-11 18:24:45.434184]  nfapi running mode: MONOLITHIC
[CONFIG] get parameters from libconfig /v4ue/rfsim/5g_sa_split8_ue_v4_rfsim_usrp_oct_25_2022/openair3/NAS/TOOLS/5g_sa_ue.conf , debug flags: 0x00000000
[LIBCONFIG] Path for include directive set to: /v4ue/rfsim/5g_sa_split8_ue_v4_rfsim_usrp_oct_25_2022/openair3/NAS/TOOLS
[CONFIG] function config_libconfig_init returned 0
[CONFIG] config module libconfig loaded
[LIBCONFIG] config: 1/1 parameters successfully set, (1 to default value)
[LIBCONFIG] log_config: 3/3 parameters successfully set, (2 to default value)
[LIBCONFIG] log_config: 56/56 parameters successfully set, (56 to default value)
[LIBCONFIG] log_config: 56/56 parameters successfully set, (56 to default value)
[LIBCONFIG] log_config: 16/16 parameters successfully set, (16 to default value)
[LIBCONFIG] log_config: 16/16 parameters successfully set, (16 to default value)
log init done
[LIBCONFIG] (root): 12/12 parameters successfully set, (10 to default value)
[LIBCONFIG] (root): 36/36 parameters successfully set, (32 to default value)
[LIBCONFIG] (root): 5/5 parameters successfully set, (4 to default value)
nokrnmod bit enabled 
[LIBCONFIG] TTracer: 3/3 parameters successfully set, (3 to default value)
create a thread for core -1
create a thread for core -1
create a thread for core -1
create a thread for core -1
create a thread for core -1
create a thread for core -1
create a thread for core -1
create a thread for core -1
CPU Freq is 2.419235 
[LIBCONFIG] opt: 3/3 parameters successfully set, (3 to default value)
[LIBCONFIG] loader: 2/2 parameters successfully set, (2 to default value)
[LIBCONFIG] loader.ldpc: 2/2 parameters successfully set, (1 to default value)
shlib_path libldpc.so
[LOADER] library libldpc.so successfully loaded
[LIBCONFIG] nas.noS1: 3/3 parameters successfully set, (3 to default value)
[LIBCONFIG] (root): 25/25 parameters successfully set, (25 to default value)
DL frequency 3619200000: band 48, UL frequency 3619200000
[LIBCONFIG] loader.dfts: 2/2 parameters successfully set, (1 to default value)
shlib_path libdfts.so
[LOADER] library libdfts.so successfully loaded
[LIBCONFIG] list PRSs not found in config file /v4ue/rfsim/5g_sa_split8_ue_v4_rfsim_usrp_oct_25_2022/openair3/NAS/TOOLS/5g_sa_ue.conf 
[LIBCONFIG] device.recplay: 8/8 parameters successfully set, (8 to default value)
[LIBCONFIG] device: 1/1 parameters successfully set, (1 to default value)
[LIBCONFIG] loader.rfsimulator: 2/2 parameters successfully set, (1 to default value)
shlib_path librfsimulator.so
[LOADER] library librfsimulator.so successfully loaded
[LIBCONFIG] rfsimulator: 8/8 parameters successfully set, (7 to default value)
Initializing random number generator, seed 4f1a5900
UE threads created by 131
TYPE <CTRL-C> TO TERMINATE
PSS execution duration 290818 microseconds 
Nid2 0 Nid1 0 tot_metric 53020, phase_max 7 
<UL-CCCH-Message>
    <message>
        <c1>
            <rrcSetupRequest>
                <rrcSetupRequest>
                    <ue-Identity>
                        <randomValue>
                            111001111111011011110010001110001100010
                        </randomValue>
                    </ue-Identity>
                    <establishmentCause><mo-Signalling/></establishmentCause>
                    <spare>
                        0
                    </spare>
                </rrcSetupRequest>
            </rrcSetupRequest>
        </c1>
    </message>
    <traceInfo>
        <traceParent>
            34 66 30 64 31 32 65 63 34 32 35 61 34 36 66 64 
            39 65 30 61 63 35 38 63 35 62 37 63 38 62 38 66
        </traceParent>
        <spanParent>65 63 64 37 30 30 62 31 66 34 61 34 64 33 66 37</spanParent>
    </traceInfo>
</UL-CCCH-Message>
[NR_RRC]   [2025-09-11 18:24:47.966695]  [UE] RRCSetupRequest Encoded 448 bits (56 bytes)
[0m<UL-CCCH-Message>
    <message>
        <c1>
            <rrcSetupRequest>
                <rrcSetupRequest>
                    <ue-Identity>
                        <randomValue>
                            110111001011111000110000100001110100010
                        </randomValue>
                    </ue-Identity>
                    <establishmentCause><mo-Signalling/></establishmentCause>
                    <spare>
                        0
                    </spare>
                </rrcSetupRequest>
            </rrcSetupRequest>
        </c1>
    </message>
    <traceInfo>
        <traceParent>
            34 66 30 64 31 32 65 63 34 32 35 61 34 36 66 64 
            39 65 30 61 63 35 38 63 35 62 37 63 38 62 38 66
        </traceParent>
        <spanParent>38 66 30 61 39 39 36 64 32 61 36 32 30 34 36 38</spanParent>
    </traceInfo>
</UL-CCCH-Message>
[NR_RRC]   [2025-09-11 18:24:47.966865]  [UE] RRCSetupRequest Encoded 448 bits (56 bytes)
[0m[NR_RRC]   [2025-09-11 18:24:48.017986]  [UE 0] : Logical Channel UL-CCCH (SRB0), Generating RRCSetupRequest (bytes 56, gNB 0)
[0m[NR_RRC]   [2025-09-11 18:24:48.017999]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.018002]  In nr_ue_get_rach: [UE 0][499.14]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.018717]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.018723]  In nr_ue_get_rach: [UE 0][499.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.021545]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.021551]  In nr_ue_get_rach: [UE 0][499.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.023327]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.023332]  In nr_ue_get_rach: [UE 0][499.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.023335]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.024897]  PRACH [UE 0] in frame.slot 499.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 9, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.031168]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.031174]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.031176]  [UE 0][RAPROC][500.7] Found RAR with the intended RAPID 36
[0m[93m[MAC]   [2025-09-11 18:24:48.031178]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.031867]  [RAPROC][500.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.031873]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 500.17 and expiring in 500.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.032168]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.033434]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.033440]  In nr_ue_get_rach: [UE 0][500.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.034810]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.034815]  In nr_ue_get_rach: [UE 0][500.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.037868]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.037875]  In nr_ue_get_rach: [UE 0][501.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.039238]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.039244]  In nr_ue_get_rach: [UE 0][501.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.040752]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.040758]  In nr_ue_get_rach: [UE 0][501.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.043034]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.043041]  In nr_ue_get_rach: [UE 0][501.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.044547]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.044553]  In nr_ue_get_rach: [UE 0][501.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.045492]  [UE 0] : Logical Channel UL-CCCH (SRB0), Generating RRCSetupRequest (bytes 56, gNB 0)
[0m[NR_RRC]   [2025-09-11 18:24:48.045820]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.045826]  In nr_ue_get_rach: [UE 0][501.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.045829]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.047526]  PRACH [UE 0] in frame.slot 501.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 1, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.054627]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.054636]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.054638]  [UE 0][RAPROC][502.7] Found RAR with the intended RAPID 4
[0m[93m[MAC]   [2025-09-11 18:24:48.054640]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.055384]  [RAPROC][502.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.055393]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 502.17 and expiring in 502.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.055659]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.057179]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.057185]  In nr_ue_get_rach: [UE 0][502.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.058596]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.058602]  In nr_ue_get_rach: [UE 0][502.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.061816]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.061823]  In nr_ue_get_rach: [UE 0][503.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.064880]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.064887]  In nr_ue_get_rach: [UE 0][503.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.066963]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.066969]  In nr_ue_get_rach: [UE 0][503.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.069322]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.069328]  In nr_ue_get_rach: [UE 0][503.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.070647]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.070652]  In nr_ue_get_rach: [UE 0][503.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.072123]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.072128]  In nr_ue_get_rach: [UE 0][503.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.072131]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.073281]  PRACH [UE 0] in frame.slot 503.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 3, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.079211]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.079217]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.079219]  [UE 0][RAPROC][504.7] Found RAR with the intended RAPID 15
[0m[93m[MAC]   [2025-09-11 18:24:48.079220]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.079929]  [RAPROC][504.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.079956]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 504.17 and expiring in 504.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.080204]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.081412]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.081418]  In nr_ue_get_rach: [UE 0][504.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.082795]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.082801]  In nr_ue_get_rach: [UE 0][504.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.085793]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.085803]  In nr_ue_get_rach: [UE 0][505.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.087109]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.087115]  In nr_ue_get_rach: [UE 0][505.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.088603]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.088609]  In nr_ue_get_rach: [UE 0][505.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.090719]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.090726]  In nr_ue_get_rach: [UE 0][505.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.092271]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.092277]  In nr_ue_get_rach: [UE 0][505.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.093727]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.093733]  In nr_ue_get_rach: [UE 0][505.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.093736]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.094906]  PRACH [UE 0] in frame.slot 505.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 6, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.101125]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.101131]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.101133]  [UE 0][RAPROC][506.7] Found RAR with the intended RAPID 26
[0m[93m[MAC]   [2025-09-11 18:24:48.101134]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.101828]  [RAPROC][506.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.101854]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 506.17 and expiring in 506.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.102088]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.103706]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.103712]  In nr_ue_get_rach: [UE 0][506.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.105172]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.105178]  In nr_ue_get_rach: [UE 0][506.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.108123]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.108130]  In nr_ue_get_rach: [UE 0][507.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.110267]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.110273]  In nr_ue_get_rach: [UE 0][507.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.112133]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.112140]  In nr_ue_get_rach: [UE 0][507.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.114682]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.114689]  In nr_ue_get_rach: [UE 0][507.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.116105]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.116111]  In nr_ue_get_rach: [UE 0][507.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.117395]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.117401]  In nr_ue_get_rach: [UE 0][507.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.117404]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.118753]  PRACH [UE 0] in frame.slot 507.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 0, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.124743]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.124750]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.124751]  [UE 0][RAPROC][508.7] Found RAR with the intended RAPID 1
[0m[93m[MAC]   [2025-09-11 18:24:48.124753]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.125457]  [RAPROC][508.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.125463]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 508.17 and expiring in 508.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.125678]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.127071]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.127077]  In nr_ue_get_rach: [UE 0][508.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.128646]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.128651]  In nr_ue_get_rach: [UE 0][508.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.131597]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.131605]  In nr_ue_get_rach: [UE 0][509.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.133671]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.133677]  In nr_ue_get_rach: [UE 0][509.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.135280]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.135285]  In nr_ue_get_rach: [UE 0][509.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.138100]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.138106]  In nr_ue_get_rach: [UE 0][509.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.139407]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.139413]  In nr_ue_get_rach: [UE 0][509.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.140760]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.140766]  In nr_ue_get_rach: [UE 0][509.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.140768]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.142308]  PRACH [UE 0] in frame.slot 509.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 8, first_nonzero_root_idx 0
[0m[NR_MAC]   [2025-09-11 18:24:48.148383]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.148389]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.148391]  [UE 0][RAPROC][510.7] Found RAR with the intended RAPID 32
[0m[93m[MAC]   [2025-09-11 18:24:48.148393]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.149090]  [RAPROC][510.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.149097]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 510.17 and expiring in 510.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.149330]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.150950]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.150955]  In nr_ue_get_rach: [UE 0][510.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.152431]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.152436]  In nr_ue_get_rach: [UE 0][510.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.155495]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.155503]  In nr_ue_get_rach: [UE 0][511.7]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.157743]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.157750]  In nr_ue_get_rach: [UE 0][511.8]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.159322]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.159328]  In nr_ue_get_rach: [UE 0][511.9]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.161971]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.161977]  In nr_ue_get_rach: [UE 0][511.17]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.163503]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.163509]  In nr_ue_get_rach: [UE 0][511.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.164812]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.164818]  In nr_ue_get_rach: [UE 0][511.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[MAC]   [2025-09-11 18:24:48.164821]  Initialization of 4-step contention-based random access procedure
[0m[PHY]   [2025-09-11 18:24:48.165967]  PRACH [UE 0] in frame.slot 511.19, placing PRACH in position 2828, msg1 frequency start 0 (k1 0), preamble_offset 5, first_nonzero_root_idx 0
[0m[NR_PHY]   [2025-09-11 18:24:48.166954]  ============================================
[0m[NR_PHY]   [2025-09-11 18:24:48.166958]  Harq round stats for Downlink: 7/0/0/0
[0m[NR_PHY]   [2025-09-11 18:24:48.166960]  ============================================
[0m[NR_MAC]   [2025-09-11 18:24:48.171751]  [UE 0][RAPROC] Got BI RAR subPDU 5 ms
[0m[NR_MAC]   [2025-09-11 18:24:48.171756]  [UE 0][RAPROC] Got RAPID RAR subPDU
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.171758]  [UE 0][RAPROC][512.7] Found RAR with the intended RAPID 22
[0m[93m[MAC]   [2025-09-11 18:24:48.171759]  received TA command 31
[0m[32m[NR_MAC]   [2025-09-11 18:24:48.172480]  [RAPROC][512.17] RA-Msg3 transmitted
[0m[MAC]   [2025-09-11 18:24:48.172507]  In nr_Msg3_transmitted: [UE 0] CB-RA: contention resolution timer set in frame.slot 512.17 and expiring in 512.13
[0m[1;31m[MAC]   [2025-09-11 18:24:48.172749]  [UE 0] CB-RA: Contention resolution timer has expired, RA procedure has failed...
[0m[NR_RRC]   [2025-09-11 18:24:48.174081]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.174086]  In nr_ue_get_rach: [UE 0][512.18]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
[0m[NR_RRC]   [2025-09-11 18:24:48.175950]  nr_mac_rrc_data_req_ue: Payload size = 56
[0m[NR_MAC]   [2025-09-11 18:24:48.175955]  In nr_ue_get_rach: [UE 0][512.19]: Requested RRCConnectionRequest, got 56 bytes for LCID 0x34 
